"ISO3","Name","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"AFG","Afghanistan",-0.043164360976653,-0.0431653843684659,-0.0422577753208496,-0.0413501662732333,-0.0414171125682747,-0.0414836113126589,-0.0352884645777401,-0.0301334521586224,-0.0269833764237369,-0.0138651806409911,-0.0678318429713604,-0.0947730262038664,-0.100817967710929,-0.109964280987024,-0.10827526239907,-0.11425058375763,-0.125911400264796,-0.123026422004119,-0.120543536163644,-0.10301299672831,-0.102915294843773,-0.0855487385202742,-0.0952259668604782,-0.102869446428191,-0.0972000201028792,-0.0989393750357626,-0.0945517904106248,-0.0674692665477764,-0.0682284006112817,-0.0695702301171395
"ALB","Albania",-0.0118377493836589,-0.0124683706772288,-0.0146185061507405,-0.0198804767109786,-0.0271327663005435,-0.034519466791817,-0.0277997686521255,-0.0203116229701863,-0.0184764566494425,-0.0106860929839258,-0.0231287494618442,-0.0361989337562714,-0.0276304466225728,-0.0208680061652881,-0.00340286966912107,-0.00550419920286677,-0.0104454782258846,-0.0107034774236529,-0.00188137478759692,0.0201058958324186,0.026350347156104,0.0193229373975891,0.0160946945614341,0.0152806323424156,0.00266670442140843,0.00108656306470289,-0.00171997013246727,0.0244000442693364,0.0159143628433608,0.0213989743524776
"DZA","Algeria",-0.0620849469151468,-0.0623819924662355,-0.0685200793579744,-0.0756215187063254,-0.0730649979908974,-0.0709445923001756,-0.0662945776850531,-0.0621590876900448,-0.0599702437481877,-0.054690899336887,-0.0600251217838532,-0.0874103545862793,-0.0871201443329147,-0.0878128139645978,-0.0947546799607214,-0.10663169341554,-0.116893168582513,-0.113612143081007,-0.101776527011329,-0.106059377680577,-0.0941804635781597,-0.084273222976441,-0.0608472809322557,-0.0582991188540657,-0.0634648419540051,-0.0552148926399289,-0.0581095447065867,-0.0305543393323524,-0.0289969318568701,-0.0295738189884217
"AND","Andorra",0.00642872864929755,0.00023731750520084,-0.00942252269469634,-0.0108828780657947,-0.0163969690732889,-0.0228359750010564,-0.0345262486700454,-0.0399488589775748,-0.0484520412581594,-0.0763221958182582,-0.04314235578295,-0.0431140671421782,-0.0261725668502443,-0.0133851896151906,0.00237323993316396,0.00048989466720617,-5.14669338946838e-05,0.0059965998291005,0.00922687084165708,-0.0190017708916017,-0.0243195434572703,-0.0306858530499106,-0.0232736440824427,-0.0303566222742309,-0.0154080265372782,0.00578142198623877,-0.0242283694810496,-0.0484485611664977,-0.0341913659165122,-0.0419699059341785
"AGO","Angola",-0.158881717849035,-0.16039067476887,-0.162740707978848,-0.164670298441915,-0.164746368333927,-0.165026303080528,-0.157045910816559,-0.150449716420196,-0.142473068716913,-0.131748914462526,-0.144311358053474,-0.170081493617048,-0.168399541083988,-0.163006324303739,-0.157129998387484,-0.172333108733085,-0.177481756270938,-0.170457894437486,-0.165710566190419,-0.16285159269467,-0.163801975480199,-0.134231698664174,-0.130710725247364,-0.117890204026718,-0.112365430952785,-0.107092115860037,-0.108256538990569,-0.117817446500173,-0.116247925105887,-0.118733610687341
"ATG","Antigua and Barbuda",0.0605986284071675,0.0570165571401264,0.0543089932057654,0.0522739301390353,0.0507762274317431,0.0468114579521392,0.0506371274412622,0.0515463703807348,0.0477959135677157,0.0332864669624459,0.0490430154859612,0.0120258663966869,0.00297750508968603,0.0045452196621168,0.0232013493621743,0.0536527253899189,0.0487447341090939,0.060118141946016,0.0612650502193448,0.0397267779253026,0.0448756002482077,0.0367174929496805,0.0142859010398452,0.0135297513507117,0.0051932240905006,0.0206587942664553,0.00490711190692672,-0.0230330970855652,-0.0271171679047863,-0.034460598662785
"ARG","Argentina",0.00176833690879885,0.00215694973468744,-0.00699329310418989,-0.0125570505033486,-0.0120535558194808,-0.0123358165829944,-0.0345532041668752,-0.0452505573947119,-0.0391412489043144,-0.0330214281710378,-0.0208948860972191,-0.0507045380940938,-0.0461527695460161,-0.0569189624933856,-0.0553676050168216,-0.0569603986437044,-0.0583821410151241,-0.0658056184997379,-0.0790836800806282,-0.084968543330673,-0.0801934710580453,-0.0453162525653807,-0.0542526168368087,-0.0578488636091785,-0.0559274592129075,-0.0452966464220952,-0.0656368753636498,-0.0482212504942492,-0.0486697411477968,-0.0471440141321738
"ARM","Armenia",0.0236164988867079,0.0186995703173158,0.0179364058038688,0.0329904861616319,0.033911207912439,0.0310124200646794,0.0410768344652278,0.0598131675580063,0.0648573468076256,0.062642632949816,0.0804648556004586,0.0570267684865731,0.059797818801604,0.0715157885658536,0.0659004492027276,0.0690472800573675,0.0664200985907563,0.0694890130298323,0.0834166737104968,0.094733382368946,0.106289412433412,0.113427626745746,0.1060800411848,0.118664128674245,0.120587834803915,0.114781616948966,0.104769425830018,0.0446599729934312,0.0342279363728686,0.0269129045215964
"AUS","Australia",0.18803732477446,0.183855327866948,0.18280712780602,0.18402736077307,0.18440959792279,0.18606749508253,0.184213874296501,0.178928279175498,0.17767466118973,0.169422774413802,0.172583945922289,0.206005551825091,0.205931942248513,0.20913142396091,0.184626080918203,0.193439435546752,0.182312418324766,0.184775449547428,0.178146771450341,0.172054993331126,0.172105254061955,0.167761147256691,0.14807060049262,0.144636584761575,0.132138170861032,0.114148250947033,0.109631567806247,0.0427959798703553,0.0182180356815141,0.0174876791132471
"AUT","Austria",0.181384947788742,0.182558084692902,0.179675284141397,0.173775584266203,0.173891154435163,0.171545933218433,0.175898077931398,0.17383337733944,0.168648026295712,0.161295493908241,0.168525094181795,0.1879478246168,0.189752213093732,0.179081465634551,0.167815741532486,0.169355381348888,0.157294690942962,0.146850961235596,0.154374336823581,0.164528677477237,0.15870005429519,0.131526720768145,0.127243245893752,0.11589547029526,0.0963814219406348,0.101150745454993,0.079188472856259,0.0417826772500864,0.0353421573491559,0.0300145225994837
