"ISO3","Name","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"AFG","Afghanistan",-9.28567890367901,-9.29415164811027,-9.25670305920168,-9.12840865222874,-9.0642122275529,-8.99606600876743,-8.58596681161436,-8.24383517604162,-7.59193549504619,-7.01253799863966,-9.97295819760762,-11.4116684410327,-11.5140599473583,-11.9111965617642,-11.8275565965652,-11.4843968588812,-12.335430831056,-11.9223743791336,-12.026219015171,-11.0879669271397,-10.9381442556815,-10.1235461879692,-10.8793066673801,-11.1324443987773,-10.6396338975377,-10.3987561296813,-10.2563259928178,-8.9443751317063,-8.92443227258287,-8.95882240811093
"ALB","Albania",-0.800447449338257,-0.812592278757101,-0.766165299098851,-1.12719961677842,-1.81920219476324,-2.15449623347016,-1.95244446299972,-1.51584840709311,-1.3836078972421,-0.756488025873644,-1.1597852907764,-1.73667282131147,-1.35428847418881,-0.904121413208294,-0.10023089954332,0.104891722753067,0.00666029666322032,0.399184874444302,0.826689607578331,2.06900537000112,2.51815100056461,2.03690815513251,1.65500106227972,1.94652139084705,1.45783820351688,1.7306360483122,1.96029525777083,3.05101559815443,2.34368209454965,2.24825160726994
"DZA","Algeria",-2.27391934828209,-2.27921114195022,-2.53044337196085,-2.77856073880557,-2.55090452806265,-2.42142481279581,-2.28805247774697,-2.27548060768981,-2.06512194844122,-1.73876285507106,-1.96623731002317,-3.2746501107929,-3.33052973168223,-3.40778832090316,-3.61450000827251,-4.21785210917398,-4.91496832094961,-4.67142148353735,-3.98500897166379,-4.2004371701385,-3.51194157360262,-2.9415617812212,-1.8742502519336,-1.86699455458506,-2.29307897889993,-0.574952530440541,-0.966666607889252,0.331396880800618,0.299619068842894,0.173123601763976
"AND","Andorra",-0.0327424209150138,-0.54224677182129,-1.357414428004,-1.14577735246741,-1.49543656253931,-0.704120227027573,-1.63389315256596,-1.96787229240341,-2.48778422962555,-3.88864627140831,-2.28568557742678,-2.49217793452772,-1.53834051062588,-0.551566997039849,0.591583026906697,0.372979965734075,0.11229014531694,0.610994373572659,1.81748105827417,0.208105360934731,-0.164782352313011,-0.630424838186372,-0.203658131213416,-0.756478736405825,-0.306190693760421,1.57843749154493,-0.887804734903064,-3.2090884095769,-2.95117162979692,-3.76007527498578
"AGO","Angola",-8.7549385702371,-8.89249622025612,-9.0283146670369,-9.1305470716225,-9.14124780527193,-9.17636043304888,-8.91009041045686,-8.54655785768829,-8.13932039779075,-7.58308143828432,-8.40696203414566,-9.97946282179354,-9.77412734073921,-9.6090142519507,-9.52352680986771,-10.4025260559323,-10.3980050800224,-9.99185303723322,-9.88340140632441,-10.053729094435,-10.0778348140164,-8.64271536432304,-8.56638563265506,-8.09725996695366,-7.83582374748723,-7.58602749032271,-7.59219827381523,-8.05871861406523,-8.03602732957036,-8.23471009244991
"ATG","Antigua and Barbuda",0.802306285699544,0.512338755527956,0.321711705359668,0.140054978715575,-0.0414510362663876,-0.382533327227002,-0.0399700592123722,0.0552991867175976,-0.265035987216763,-1.18355069407966,-0.0130444245542023,-2.04684507345883,-2.87792805121516,-2.80314004635771,-1.33240099933011,0.359118952723456,0.0229229449823336,0.870002189100184,1.25628453721687,0.312970488036385,0.519997149963928,0.254229207255669,-0.823438366822273,-1.37640591368631,-1.72028045638267,-0.452046624182593,-1.66057071534136,-3.58713967582322,-4.12201165069641,-4.81717691241035
"ARG","Argentina",3.65129666578731,3.57609845333989,3.01168674003348,2.69707125087862,2.7942561506639,2.80252862938168,1.72405476284213,1.28314717085724,1.55887691196811,1.46581488063904,2.16290176238311,0.555260789701897,0.573709290015394,-0.115395529056393,0.166306305874848,-0.106560395974483,-0.4301598965708,-0.750617837267328,-1.56336735043807,-1.83591471056196,-1.61727715272509,0.119893032585125,-0.787271820537022,-1.09208849729865,-0.773172147715407,-0.114034534242855,-1.70082932220956,-1.22144033328088,-1.33958237908696,-1.22975674545405
"ARM","Armenia",4.36639124007262,4.59788335865456,4.41507918818363,5.23129376343187,5.4755403572827,5.31798627221493,5.58656664086297,7.37721381670644,7.64287716100359,7.37052334824142,7.88864937400066,6.73409683638568,6.60091269343907,7.46925866771488,7.7475084644859,8.10315181201806,7.87727590673395,7.70693760309701,8.37497571852499,8.99558760412357,9.52771749337936,9.72733414102433,9.29719896517071,9.43009746820704,9.21605143580324,8.86137489836093,8.55372834022556,5.35412005358338,4.62888714484479,4.14980632032633
"AUS","Australia",15.4996195367728,15.1597139331005,14.9154290779847,14.7990528921914,14.6757530124832,14.6459569057686,14.4647191512258,14.076244731315,13.9216696399987,13.3413497138299,13.327972033686,14.7820087379666,14.5873363648481,14.6664364377774,13.1059453148583,13.6911045937162,12.8306620097166,12.8667894827235,12.2796938458814,11.9222151458911,12.0392379681922,11.6926211951931,10.5873171732813,10.8537016741628,10.0650373417846,9.08366698349033,8.40129279362397,3.97081117753913,2.13114968525518,2.10348818446469
"AUT","Austria",14.4288877980692,14.4102664547419,14.2634663474374,13.8262388569785,13.8218248715613,13.529842958664,13.7398821322718,13.4856025427205,13.0900513144111,12.5579035673588,12.7766279936844,13.4732183055727,13.3988796868552,12.6158517751365,12.0767543612404,12.053997976708,11.1072159635118,10.5075950530173,10.6638404267215,10.9245073428013,10.6562353467946,8.99672508732667,8.59899460473636,7.7244482663691,6.25466614194882,6.95132892421333,5.410240026465,2.01078469941167,1.60526523227419,1.36967423109063
"AZE","Azerbaijan",0.165253713530106,-0.0216165271235127,0.551616233956864,0.819536120840105,0.677653745402083,0.593361831710908,1.23818645770805,3.23562652651859,3.15472798323775,3.57747449290223,3.42576457087932,0.482044299302665,-0.297556004881606,-0.763062727856294,0.763707939045062,-0.11190852705532,0.287866042496468,-0.221503338043732,0.509482595523707,1.67306732760981,3.21111393742317,4.41602142258183,3.8690518368794,3.71980531113433,4.42366046351084,4.56562775822373,3.04045332196011,0.309842860060435,0.401732608474418,0.352958266130145
"BHS","Bahamas",-0.404910505238092,-0.678606700050906,-0.0899179840740345,-0.305138504364528,-0.839410803848068,-1.10932777851817,-1.20882384377406,-1.09021509826047,-1.08865469345185,-1.56385705388607,-0.374401749621555,2.34350707949353,2.27875917714992,-2.23707049495347,-2.26484385407287,-2.34874988894363,-2.37061921353829,-1.111946193325,-1.18780735401609,-1.77223340492891,-2.30364103595124,-2.52248797714877,-3.66555682167333,-4.00473378450017,-4.00520275326235,-1.36550537859903,-2.6648559692016,-5.20012832805789,-5.84300943407123,-6.56599381905482
"BHR","Bahrain",-11.0946686440143,-11.6316827993833,-11.544043304034,-11.5961937497101,-11.7513369928069,-12.2266380799959,-11.7548023838903,-10.7880555082026,-11.0256501251853,-11.3561061501715,-11.0420134236615,-7.93458935853965,-7.64612632851663,-10.9599834825974,-10.0213251500879,-10.439066723387,-11.3213344093966,-12.564059419192,-12.4096544401751,-11.3856866366957,-8.86402907321337,-9.29752518179747,-10.3890409223891,-10.9789155375181,-12.3296837243627,-9.91166603752933,-9.82330817222034,-14.5080759588355,-15.0834742780023,-15.7234751760123
"BGD","Bangladesh",-4.52555816080415,-4.4839784809518,-4.74120175051516,-4.25627041309061,-4.43195469486335,-4.58221627636237,-4.95741209063595,-5.09524259802939,-5.13309764760737,-5.19898751923322,-4.15672792489594,-0.254333531202398,-0.144721196132977,0.535667099641529,0.745097418640718,1.92047462154913,2.0259917330787,1.99268192693507,1.89682328576141,-8.69442373770187,-8.25017596547406,-7.44144841244433,-7.33357605907518,-7.13856300621158,-7.21586305753669,-7.17016413428587,-7.49084473373799,-5.93612581869252,-5.96397543425123,-7.48365501268636
"BRB","Barbados",6.67171949442605,6.45274339293905,6.28797804521685,6.24164923659787,6.40530296389089,6.5464178250706,6.57859535280085,6.0724931434004,6.2204926105497,6.34866021770298,7.67868783463358,10.3745461318592,10.4426822037261,10.6637807344452,10.2575988716283,11.3367232299221,11.9094607299638,6.51771805972614,6.89895824164826,6.26272469883348,6.10681122697844,5.45828573388175,6.05904673215088,7.48820649698532,8.06602154603194,9.81611763258042,12.0461293402578,9.76342043699907,9.0610715589655,8.92575107049497
"BLR","Belarus",6.14921477357074,6.48822655875271,6.44275408666885,6.89847599452943,6.73805539435447,6.18646224727512,6.22010720568578,6.12326924527218,6.88730634216302,6.9448002794373,6.65844730716953,3.22295146112957,3.75859291190955,4.34766468438958,6.46763368116383,6.01078867244938,6.2762620584554,7.22742846052166,6.96815430819357,6.50505890079118,6.7523807685209,7.6114623226455,8.60117102227865,8.19479757074023,8.97939758414956,6.88835687300853,5.74257859341036,3.21948960374291,2.37298088881838,1.47399942449278
"BEL","Belgium",8.2088512497073,8.32057858195802,7.85619182316902,7.17290071414001,6.90050259338544,6.52104747790331,6.33056236911954,6.35053610190089,5.89064651460466,5.52424115184721,5.15772464394204,5.60047088787419,5.3231642013836,5.14435701197223,5.58490643752075,4.34148529891572,4.13803738313799,4.09562386893025,3.93942463840852,4.34276203176363,4.23682073231706,3.44221653008232,2.45762784205926,1.24040905863428,-0.10059161873609,0.464051655953931,-0.865230672202159,-3.00882876790312,-3.69937611400681,-4.32564809722378
"BLZ","Belize",-0.465102802554838,-0.0297311025091389,-0.336475419588119,-0.127478136456006,-0.224047010817728,-0.097862173548215,-0.218443991191357,0.536136766295961,0.336615159732013,-0.918874573300535,0.512787760342214,-2.58386764539355,-2.7569287269694,-2.32676994138808,-2.07313621393474,-2.20173298260535,-2.61181321457983,-2.3344783591366,-1.85643922682323,-2.86301359488363,-2.2253186564882,-1.7548769894702,-1.60599714141527,-1.84125369714586,-2.41504181387865,-1.81252294395528,-2.79432964805081,-2.55629624556563,-1.91925683710448,-1.9584538170802
"BEN","Benin",-3.69907867700706,-3.86034453468569,-3.86442005766276,-3.84907759845876,-3.98492154008797,-4.07187948412385,-4.51442764421946,-4.73765408524159,-4.53973413414195,-4.45049871090173,-5.01095229209496,-5.88174746552176,-5.56606935987723,-6.23453349648427,-6.76120138428789,-7.94159040694328,-7.71525307392819,-7.84576343235327,-7.25050913529863,-7.30320305039332,-6.20294463331904,-6.12608787526083,-5.56960519939763,-4.9315807421179,-5.05414225523001,-4.57805089677993,-4.91621102659884,-3.00439615661736,-2.99181576322486,-3.31961173181237
"BTN","Bhutan",-1.51541946830859,-1.61239243583108,-1.67191988426615,-1.71861372564079,-1.83565077830034,-1.92539169003737,-2.46818647073544,-1.88197535124528,-0.987584807796779,-1.9351830981842,-1.08881006542484,-2.93886757303009,-1.66936582615021,-0.667203962502185,-0.916468545575093,-1.71360998674398,-1.88869769101943,-1.78188447957523,-1.41467056212981,-0.0612285439112696,0.265355893545809,1.48147351119947,1.63047444547772,2.13310609576424,1.92981470722457,2.01897853692979,0.745478512596286,-2.85140436567985,-2.62947456808875,-2.45276973038608
"BOL","Bolivia, Plurinational State of",-1.35969544419263,-1.23141797753438,-0.914448380969219,-0.758453906558728,-1.10399839633618,-1.58906649449759,-1.48300244684429,-1.82771598635053,-1.84864289861532,-1.21609608677255,-2.71583619989693,-3.19835800257459,-3.05286168257596,-3.19787527497924,-2.90930983996966,-2.68366782873191,-2.69498996036194,-3.22492104366738,-3.1610569159483,-3.42538033216369,-3.60574384197731,-3.20252704546184,-3.02553533187949,-3.09878569922101,-3.56011961008394,-2.77637783724455,-3.53995891113609,-2.38711620608901,-2.38162772610586,-2.68441319972254
"BIH","Bosnia and Herzegovina",3.0721436305021,2.97081605428531,2.95356772780952,2.81130129895276,2.8121900856315,2.82085060585366,3.67255902721289,3.90965308137769,3.85411251838413,4.16918584988703,3.66373618410901,2.59817597310507,2.44458779603024,2.62117899255106,2.57450186098392,2.39146920097259,2.62777338264836,3.16467119439032,3.76826152270196,4.68522185472607,3.83570608499936,3.77927639352038,3.68101927293301,3.38005892735847,2.29461127811482,2.39467035225844,1.80907794287843,1.73542866438788,1.36078719525505,0.221638061522277
"BWA","Botswana",-2.42766678173917,-2.16177542918944,-2.01560634475891,-1.59050934479443,-1.63368679684498,-1.56847371479367,-1.56999947713459,-1.86734940648125,-1.09919685165401,-1.64913922126632,-0.970202137232469,-1.97578748443269,-2.23186621466309,-1.9086623037602,-0.741188609945802,-0.860873637390881,-1.02173942513942,-0.0534608759273638,-0.401484111599579,0.0660930790712939,0.274693184959624,0.508722260999889,0.383280646981625,0.994028956766627,1.06583072050647,1.26670794028429,0.677027617133497,-1.69446470871753,-2.46306847053798,-3.2466273091079
"BRA","Brazil",3.75956355891207,3.66628443573881,3.76673310672498,4.06128372448131,4.46320696687072,4.71881573918818,4.87660492305579,5.19654344641324,5.16615499123167,4.77888487652164,5.77884822774388,9.22914943803545,9.0774513798719,9.5139159828384,10.0966075177783,10.9905242230178,11.1022432107211,11.1718949964427,11.0179647177821,2.41651072208175,2.61024265487772,3.14135202958005,2.74161036454041,2.22197425997823,2.03552459785313,2.30321966502033,1.71163486036094,2.52552028835396,2.11427535833766,1.88691907741607
"BRN","Brunei Darussalam",-15.0606118172834,-14.8232706137106,-16.7257668710975,-15.3934507420615,-15.9972645332002,-16.6993218366615,-16.7812345516674,-17.2334882751172,-18.0446668121659,-18.3111347890836,-17.5184617979845,-15.6639390373654,-18.7252176368046,-17.702545400802,-15.7662723617112,-15.8785151425519,-17.1289351149118,-18.1978961315839,-16.6632983662438,-14.4888094336666,-8.7143019202663,-6.8011389030865,-8.48901696679451,-8.39020125360674,-10.2870167158643,-10.3494440809025,-13.1719235894401,-19.6147381554803,-20.4908298142889,-22.2298311973365
"BGR","Bulgaria",5.30605897501857,5.93358494855203,7.5182581671577,7.53819270095715,7.45261932514514,6.6139945949321,6.6502324516544,7.48969819191567,7.56249804233012,7.61672324601646,7.59174668082567,7.15453826994535,7.46587100869006,6.91255033361183,6.98542058605557,6.38794899209937,6.47688070785737,6.77671910076008,6.91810082929828,7.10245766718431,6.91265005715886,6.12228588829698,5.34889026124535,6.12752613693234,5.30033189141738,4.81103461505879,3.73304912192144,2.91471967369455,2.91806263709646,0.715644610868161
"BFA","Burkina Faso",-4.13806516928314,-4.22774671267076,-4.13456995120586,-4.27176575961855,-4.32540820028277,-4.10462566568509,-4.01112274625513,-4.11051226852469,-3.95090443242422,-4.01991026897827,-4.88524935096655,-6.60026490392157,-5.88640693383136,-5.56088293371793,-4.7245560284413,-4.69921515849383,-4.93365742267155,-4.78594318023666,-4.86026982026436,-4.29650117511645,-4.44574462563296,-3.1588513755455,-2.31644017128489,-2.17691974947707,-2.53352586309177,-2.85709608986362,-3.36956062380533,-4.48778993155819,-4.77824905267605,-4.83504397927172
